,chart,level
2381,11553_expert,12.5
2382,11553_master,13.8
2383,11554_expert,13.0
2384,11554_master,14.7
2385,11604_expert,10.5
2386,11604_master,13.7
2387,11605_expert,10.7
2388,11605_master,13.3
2389,11606_expert,9.9
2390,11606_master,12.9
2391,11624_expert,12.8
2392,11624_master,14.3
2393,11625_expert,12.5
2394,11625_master,14.4
2395,11626_expert,9.8
2396,11626_master,12.8
2397,11627_expert,11.5
2398,11627_master,14.2
2399,11628_expert,12.2
2400,11628_master,14.0
2401,11661_expert,13.0
2402,11661_master,14.7
2403,11668_expert,11.0
2404,11668_master,13.7
2405,11686_expert,13.2
2406,11686_master,14.6
2407,11687_expert,12.9
2408,11687_master,14.5
2409,11688_expert,10.7
2410,11688_master,13.5
2411,11689_expert,11.2
2412,11689_master,13.7
2413,11690_expert,10.8
2414,11690_master,13.8
2415,11691_expert,12.0
2416,11691_master,14.0
2417,11733_expert,10.0
2418,11733_master,13.7
2419,11754_expert,12.7
2420,11754_master,14.0
2421,11755_expert,12.2
2422,11755_master,14.2
2423,11756_expert,11.0
2424,11756_master,13.7
2425,11757_expert,10.7
2426,11757_master,13.4
2427,11758_expert,10.9
2428,11758_master,13.7
2429,11759_expert,12.0
2430,11759_master,14.1
2431,11822_expert,11.7
2432,11822_master,13.9
2433,11823_expert,12.0
2434,11823_master,14.3
2435,11824_expert,9.7
2436,11824_master,13.7
2437,11825_expert,11.4
2438,11825_master,13.8
2439,11826_expert,10.8
2440,11826_master,13.7
2441,11827_expert,10.0
2442,11827_master,13.7
2443,11828_expert,10.8
2444,11828_master,13.8
2445,11829_expert,12.2
2446,11829_master,13.6
2447,11830_expert,12.3
2448,11830_master,13.8
2449,11899_expert,11.2
2450,11899_master,13.8
2451,11900_expert,12.8
2452,11900_master,14.2
2453,420_expert,11.0
2454,420_master,13.4
2455,455_expert,10.7
2456,455_master,12.4
2457,459_expert,10.8
2458,459_master,13.3
2459,460_expert,11.8
2460,460_master,13.9
2461,461_expert,10.1
2462,461_master,13.7
2463,490_expert,10.8
2464,490_master,13.8
2465,526_expert,11.7
2466,526_master,13.3
2467,527_expert,10.8
2468,527_master,13.4
2469,528_expert,9.9
2470,528_master,13.0
2471,546_expert,9.5
2472,546_master,12.6
2473,547_expert,9.9
2474,547_master,13.4
2475,548_expert,11.0
2476,548_master,13.8
2477,578_expert,11.7
2478,578_master,13.2
2479,603_expert,11.0
2480,603_master,12.7
2481,606_expert,13.3
2482,606_master,14.0
2483,627_expert,11.0
2484,627_master,13.4
2485,628_expert,11.7
2486,628_master,13.7
2487,648_expert,11.8
2488,648_master,13.3
2489,649_expert,12.6
2490,649_master,13.7
2491,694_expert,11.8
2492,694_master,13.4
2493,695_expert,11.4
2494,695_master,13.1
2495,696_expert,11.2
2496,696_master,13.4
2497,719_expert,12.7
2498,719_master,14.3
2499,721_expert,11.6
2500,721_master,13.2
2501,722_expert,9.3
2502,722_master,12.1
2503,723_expert,11.8
2504,723_master,13.4
2505,735_expert,10.6
2506,735_master,12.8
2507,736_expert,12.8
2508,736_master,14.3
2509,757_expert,12.9
2510,757_master,14.3
2511,768_expert,10.7
2512,768_master,12.6
2513,769_expert,11.1
2514,769_master,13.7
2515,770_expert,10.8
2516,770_master,13.3
2517,771_expert,12.7
2518,771_master,13.9
2519,779_expert,13.3
2520,779_master,14.8
2521,786_expert,12.7
2522,786_master,13.8
2523,821_expert,11.4
2524,821_master,13.6
2525,822_expert,10.9
2526,822_master,12.7
2527,823_expert,12.3
2528,823_master,13.8
2529,849_expert,13.2
2530,849_master,13.7
2531,852_expert,13.1
2532,852_master,14.6
2533,10128_expert,10.7
2534,10128_master,12.9
2535,1051_expert,12.0
2536,1051_master,14.2
2537,10593_expert,11.4
2538,10593_master,13.5
2539,10625_expert,11.9
2540,10625_master,13.8
2541,10734_expert,11.4
2542,10734_master,13.5
2543,1081_expert,11.0
2544,1081_master,13.2
2545,1085_expert,12.5
2546,1085_master,14.3
2547,11051_expert,11.2
2548,11051_master,12.9
2549,11075_expert,11.8
2550,11075_master,13.8
2551,11081_expert,11.0
2552,11081_master,12.8
2553,11085_expert,11.4
2554,11085_master,13.5
2555,110_expert,11.9
2556,110_master,13.0
2557,11140_expert,11.5
2558,11140_master,13.8
2559,11141_expert,11.0
2560,11141_master,13.8
2561,11142_expert,12.6
2562,11142_master,13.9
2563,11143_expert,10.8
2564,11143_master,13.7
2565,11145_expert,11.7
2566,11145_master,13.7
2567,11146_expert,11.7
2568,11146_master,13.8
2569,11147_expert,10.2
2570,11147_master,12.7
2571,11148_expert,11.7
2572,11148_master,13.9
2573,11149_expert,11.2
2574,11149_master,14.2
2575,111_expert,10.7
2576,111_master,12.7
2577,111_remaster,12.7
2578,11206_expert,12.2
2579,11206_master,14.5
2580,11207_expert,10.8
2581,11207_master,13.9
2582,11208_expert,11.0
2583,11208_master,13.8
2584,11209_expert,12.0
2585,11209_master,14.2
2586,11210_expert,11.2
2587,11210_master,13.8
2588,11211_expert,10.0
2589,11211_master,13.7
2590,11212_expert,10.7
2591,11212_master,13.7
2592,11213_expert,11.8
2593,11213_master,13.9
2594,11216_expert,10.7
2595,11216_master,14.4
2596,11266_expert,10.8
2597,11266_master,13.2
2598,11281_expert,12.0
2599,11281_master,14.4
2600,11282_expert,12.8
2601,11282_master,13.9
2602,11283_expert,12.5
2603,11283_master,13.9
2604,11284_expert,11.8
2605,11284_master,14.4
2606,11285_expert,11.7
2607,11285_master,13.7
2608,11286_expert,10.7
2609,11286_master,13.5
2610,11287_expert,10.7
2611,11287_master,13.9
2612,11288_expert,12.0
2613,11288_master,13.8
2614,11289_expert,11.0
2615,11289_master,13.4
2616,11290_expert,11.0
2617,11290_master,13.2
2618,11291_expert,11.5
2619,11291_master,13.7
2620,11292_expert,11.8
2621,11292_master,13.9
2622,11293_expert,12.4
2623,11293_master,13.7
2624,112_expert,11.4
2625,112_master,14.0
2626,11330_expert,12.0
2627,11330_master,14.2
2628,11331_expert,12.0
2629,11331_master,13.9
2630,11333_expert,10.7
2631,11333_master,13.2
2632,11333_remaster,13.9
2633,11334_expert,11.0
2634,11334_master,13.9
2635,11335_expert,10.0
2636,11335_master,13.1
2637,11370_expert,8.8
2638,11370_master,12.9
2639,11373_expert,9.8
2640,11373_master,13.0
2641,113_expert,13.0
2642,113_master,13.4
2643,11415_expert,12.6
2644,11415_master,13.9
2645,11418_expert,11.8
2646,11418_master,13.7
2647,11419_expert,12.0
2648,11419_master,13.9
2649,11423_expert,11.5
2650,11423_master,14.1
2651,11424_expert,11.7
2652,11424_master,13.8
2653,11425_expert,12.1
2654,11425_master,13.9
2655,11426_expert,12.7
2656,11426_master,14.4
2657,11427_expert,11.7
2658,11427_master,13.5
2659,11428_expert,10.8
2660,11428_master,13.1
2661,11429_expert,13.0
2662,11429_master,14.1
2663,11438_expert,11.5
2664,11438_master,13.9
2665,11444_expert,9.0
2666,11444_master,13.3
2667,11489_expert,12.1
2668,11489_master,14.3
2669,11490_expert,11.2
2670,11490_master,13.7
2671,11491_expert,12.2
2672,11491_master,14.0
2673,114_expert,11.7
2674,114_master,13.6
2675,11502_expert,12.8
2676,11502_master,13.9
2677,11504_expert,12.0
2678,11504_master,13.4
2679,11505_expert,11.8
2680,11505_master,13.9
2681,11508_expert,9.0
2682,11508_master,13.2
2683,11509_expert,11.8
2684,11509_master,13.9
2685,11514_expert,11.7
2686,11514_master,13.8
2687,11516_expert,12.8
2688,11516_master,14.5
2689,11517_expert,12.8
2690,11517_master,14.5
2691,11524_expert,10.7
2692,11524_master,13.7
2693,11565_expert,11.5
2694,11565_master,12.8
2695,11566_expert,11.2
2696,11566_master,13.8
2697,11567_expert,10.0
2698,11567_master,13.2
2699,11570_expert,9.0
2700,11570_master,13.0
2701,11571_expert,10.0
2702,11571_master,13.2
2703,11572_expert,10.2
2704,11572_master,12.8
2705,11573_expert,11.0
2706,11573_master,13.8
2707,11574_expert,11.2
2708,11574_master,13.0
2709,11575_expert,12.0
2710,11575_master,14.0
2711,11576_expert,12.5
2712,11576_master,14.2
2713,11578_expert,12.8
2714,11578_master,14.4
2715,11584_expert,10.7
2716,11584_master,13.6
2717,11585_expert,10.8
2718,11585_master,13.5
2719,11586_expert,10.8
2720,11586_master,13.3
2721,11587_expert,12.0
2722,11587_master,13.7
2723,11588_expert,11.7
2724,11588_master,13.8
2725,11589_expert,10.7
2726,11589_master,13.2
2727,11591_expert,12.0
2728,11591_master,14.0
2729,11594_expert,11.9
2730,11594_master,14.2
2731,11596_expert,12.6
2732,11596_master,14.0
2733,115_expert,12.0
2734,115_master,13.8
2735,115_remaster,13.8
2736,11607_expert,10.5
2737,11607_master,13.7
2738,11632_expert,9.8
2739,11632_master,12.9
2740,11633_expert,11.9
2741,11633_master,13.8
2742,11640_expert,12.0
2743,11640_master,13.4
2744,11641_expert,10.7
2745,11641_master,13.4
2746,11642_expert,11.8
2747,11642_master,13.8
2748,11643_expert,12.6
2749,11643_master,14.4
2750,11646_expert,12.8
2751,11646_master,14.6
2752,11647_expert,12.9
2753,11647_master,13.9
2754,11648_expert,12.5
2755,11648_master,13.7
2756,11657_expert,12.5
2757,11657_master,13.8
2758,11664_expert,10.7
2759,11664_master,12.9
2760,11702_expert,12.7
2761,11702_master,13.7
2762,11704_expert,9.7
2763,11704_master,13.6
2764,11705_expert,10.9
2765,11705_master,13.4
2766,11706_expert,11.0
2767,11706_master,13.9
2768,11707_expert,12.5
2769,11707_master,14.5
2770,11713_expert,13.0
2771,11713_master,14.5
2772,11721_expert,13.0
2773,11721_master,14.0
2774,11722_expert,10.8
2775,11722_master,13.4
2776,11723_expert,10.5
2777,11723_master,13.6
2778,11724_expert,10.7
2779,11724_master,13.6
2780,11725_expert,12.5
2781,11725_master,14.2
2782,11726_expert,11.2
2783,11726_master,13.6
2784,11771_expert,12.5
2785,11771_master,14.2
2786,11786_expert,10.9
2787,11786_master,13.7
2788,11787_expert,10.8
2789,11787_master,13.7
2790,11788_expert,11.2
2791,11788_master,13.9
2792,11789_expert,12.4
2793,11789_master,14.4
2794,11790_expert,11.7
2795,11790_master,14.2
2796,11792_expert,11.7
2797,11792_master,13.8
2798,11798_expert,10.5
2799,11798_master,13.2
2800,11799_expert,10.8
2801,11799_master,13.2
2802,11800_expert,11.2
2803,11800_master,13.8
2804,11803_expert,11.5
2805,11803_master,13.7
2806,11804_expert,12.0
2807,11804_master,13.8
2808,11842_expert,12.6
2809,11842_master,14.1
2810,11848_expert,11.0
2811,11848_master,14.1
2812,11849_expert,11.7
2813,11849_master,14.0
2814,11855_expert,12.5
2815,11855_master,14.2
2816,11860_expert,12.9
2817,11860_master,14.5
2818,11861_expert,11.9
2819,11861_master,14.2
2820,11874_expert,12.0
2821,11874_master,13.9
2822,11875_expert,11.2
2823,11875_master,13.8
2824,11876_expert,13.0
2825,11876_master,14.4
2826,11877_expert,11.2
2827,11877_master,13.8
2828,11878_expert,9.9
2829,11878_master,13.1
2830,11906_expert,10.7
2831,11906_master,12.2
2832,11906_remaster,14.0
2833,11907_expert,10.2
2834,11907_master,13.0
2835,11917_expert,11.8
2836,11917_master,14.1
2837,11918_expert,12.7
2838,11918_master,14.3
2839,120_expert,9.1
2840,120_master,10.7
2841,128_expert,12.1
2842,128_master,12.7
2843,147_expert,11.4
2844,147_master,12.7
2845,152_expert,11.8
2846,152_master,13.2
2847,153_expert,11.9
2848,153_master,13.2
2849,154_expert,13.2
2850,154_master,13.7
2851,157_expert,11.8
2852,157_master,12.6
2853,207_expert,10.3
2854,207_master,12.7
2855,208_expert,10.9
2856,208_master,12.0
2857,209_expert,11.3
2858,209_master,13.8
2859,212_expert,12.2
2860,212_master,12.7
2861,213_expert,9.0
2862,213_master,13.4
2863,214_expert,9.3
2864,214_master,13.2
2865,216_expert,12.7
2866,216_master,13.3
2867,217_expert,11.7
2868,217_master,12.6
2869,218_expert,11.6
2870,218_master,13.4
2871,220_expert,11.1
2872,220_master,13.0
2873,22_expert,9.7
2874,22_master,12.5
2875,22_remaster,14.8
2876,23_expert,9.2
2877,23_master,11.4
2878,23_remaster,13.7
2879,24_expert,8.9
2880,24_master,11.3
2881,24_remaster,14.0
2882,253_expert,11.3
2883,253_master,13.3
2884,254_expert,11.3
2885,254_master,13.3
2886,255_expert,10.9
2887,255_master,12.7
2888,255_remaster,13.8
2889,265_expert,10.6
2890,265_master,13.3
2891,265_remaster,13.3
2892,266_expert,10.0
2893,266_master,11.8
2894,266_remaster,12.6
2895,267_expert,11.9
2896,267_master,12.6
2897,270_expert,10.7
2898,270_master,14.0
2899,271_expert,10.7
2900,271_master,12.7
2901,278_expert,9.7
2902,278_master,13.3
2903,293_expert,10.8
2904,293_master,12.5
2905,297_expert,10.5
2906,297_master,11.9
2907,308_expert,10.8
2908,308_master,13.7
2909,324_expert,12.2
2910,324_master,14.1
2911,325_expert,11.0
2912,325_master,13.4
2913,326_expert,8.6
2914,326_master,13.7
2915,329_expert,9.8
2916,329_master,12.5
2917,330_expert,9.1
2918,330_master,13.2
2919,333_expert,8.5
2920,333_master,10.6
2921,334_expert,9.1
2922,334_master,9.8
2923,335_expert,7.8
2924,335_master,9.6
2925,337_expert,10.8
2926,337_master,13.3
2927,339_expert,12.8
2928,339_master,13.9
2929,342_expert,10.8
2930,342_master,13.4
2931,343_expert,9.5
2932,343_master,12.5
2933,344_expert,11.8
2934,344_master,13.4
2935,345_expert,11.8
2936,345_master,13.6
2937,346_expert,10.8
2938,346_master,13.7
2939,347_expert,11.8
2940,347_master,13.8
2941,376_expert,11.1
2942,376_master,13.7
2943,381_expert,12.7
2944,381_master,14.0
2945,385_expert,13.0
2946,385_master,14.5
2947,386_expert,11.2
2948,386_master,13.8
2949,387_expert,11.9
2950,387_master,14.5
2951,388_expert,13.3
2952,388_master,14.2
2953,389_expert,11.9
2954,389_master,13.9
2955,389_remaster,14.2
2956,390_expert,12.8
2957,390_master,14.1
2958,429_expert,0.0
2959,429_master,0.0
2960,429_remaster,0.0
2961,453_expert,11.9
2962,453_master,13.5
2963,454_expert,11.8
2964,454_master,13.7
2965,471_expert,10.8
2966,471_master,13.3
2967,47_expert,10.7
2968,47_master,12.8
2969,47_remaster,14.6
2970,482_expert,11.8
2971,482_master,13.7
2972,542_expert,12.8
2973,542_master,14.1
2974,543_expert,10.9
2975,543_master,12.7
2976,555_expert,11.7
2977,555_master,13.4
2978,556_expert,13.1
2979,556_master,14.0
2980,557_expert,11.8
2981,557_master,13.8
2982,558_expert,11.6
2983,558_master,13.7
2984,575_expert,9.5
2985,575_master,11.3
2986,576_expert,8.7
2987,576_master,11.7
2988,592_expert,12.2
2989,592_master,13.9
2990,593_expert,12.7
2991,593_master,14.2
2992,612_expert,12.3
2993,612_master,13.9
2994,61_expert,12.7
2995,61_master,12.5
2996,61_remaster,14.2
2997,624_expert,11.3
2998,624_master,13.4
2999,625_expert,12.8
3000,625_master,14.0
3001,62_expert,9.4
3002,62_master,10.7
3003,62_remaster,13.1
3004,650_expert,10.9
3005,650_master,12.8
3006,658_expert,13.2
3007,658_master,14.0
3008,662_expert,9.3
3009,662_master,11.4
3010,672_expert,12.6
3011,672_master,13.8
3012,688_expert,13.0
3013,688_master,14.1
3014,689_expert,13.3
3015,689_master,14.6
3016,733_expert,11.4
3017,733_master,12.9
3018,734_expert,13.0
3019,734_master,13.9
3020,738_expert,11.8
3021,738_master,13.4
3022,740_expert,11.9
3023,740_master,13.9
3024,75_expert,10.0
3025,75_master,13.4
3026,76_expert,10.0
3027,76_master,12.5
3028,772_expert,12.8
3029,772_master,14.1
3030,778_expert,9.8
3031,778_master,12.7
3032,77_expert,10.6
3033,77_master,12.7
3034,78_expert,8.7
3035,78_master,11.9
3036,796_expert,12.9
3037,796_master,14.4
3038,797_expert,12.9
3039,797_master,14.2
3040,798_expert,12.6
3041,798_master,13.9
3042,79_expert,8.9
3043,79_master,12.5
3044,800_expert,11.9
3045,800_master,13.5
3046,80_expert,9.7
3047,80_master,12.7
3048,80_remaster,12.7
3049,815_expert,11.9
3050,815_master,13.3
3051,81_expert,11.7
3052,81_master,12.4
3053,81_remaster,13.2
3054,826_expert,10.5
3055,826_master,11.2
3056,826_remaster,12.7
3057,827_expert,10.5
3058,827_master,11.3
3059,827_remaster,12.5
3060,828_expert,10.3
3061,828_master,13.5
3062,82_expert,10.9
3063,82_master,13.9
3064,836_expert,12.9
3065,836_master,13.9
3066,837_expert,12.4
3067,837_master,13.7
3068,83_expert,12.7
3069,83_master,13.4
3070,844_expert,12.8
3071,844_master,14.7
3072,848_expert,12.4
3073,848_master,14.0
3074,84_expert,10.8
3075,84_master,12.8
3076,850_expert,12.6
3077,850_master,14.2
3078,85_expert,11.1
3079,85_master,13.7
3080,85_remaster,14.0
3081,10199_expert,9.7
3082,10199_master,13.0
3083,10202_expert,9.5
3084,10202_master,13.4
3085,10204_expert,11.8
3086,10204_master,13.5
3087,10225_expert,10.0
3088,10225_master,13.4
3089,10301_expert,11.0
3090,10301_master,13.5
3091,10302_expert,10.2
3092,10302_master,13.4
3093,10303_expert,10.7
3094,10303_master,13.3
3095,10319_expert,10.4
3096,10319_master,13.5
3097,10404_expert,10.5
3098,10404_master,13.4
3099,10535_expert,9.0
3100,10535_master,12.7
3101,10536_expert,9.4
3102,10536_master,12.6
3103,10572_expert,11.2
3104,10572_master,13.5
3105,10602_expert,10.8
3106,10602_master,14.0
3107,10641_expert,11.4
3108,10641_master,13.6
3109,10665_expert,9.4
3110,10665_master,12.8
3111,10699_expert,10.2
3112,10699_master,13.7
3113,10702_expert,9.8
3114,10702_master,11.9
3115,11048_expert,10.4
3116,11048_master,13.2
3117,11049_expert,10.5
3118,11049_master,12.6
3119,11064_expert,11.1
3120,11064_master,13.8
3121,11065_expert,11.1
3122,11065_master,13.9
3123,11066_expert,10.2
3124,11066_master,12.8
3125,11134_expert,10.7
3126,11134_master,13.4
3127,11135_expert,10.2
3128,11135_master,12.8
3129,11136_expert,9.7
3130,11136_master,12.5
3131,11137_expert,9.0
3132,11137_master,12.8
3133,11138_expert,9.7
3134,11138_master,12.8
3135,11139_expert,9.5
3136,11139_master,12.8
3137,11199_expert,9.8
3138,11199_master,12.7
3139,11200_expert,9.5
3140,11200_master,13.0
3141,11201_expert,9.0
3142,11201_master,12.9
3143,11202_expert,9.7
3144,11202_master,13.4
3145,11204_expert,10.7
3146,11204_master,13.7
3147,11205_expert,9.2
3148,11205_master,13.0
3149,11219_expert,9.4
3150,11219_master,12.2
3151,11275_expert,10.0
3152,11275_master,13.4
3153,11276_expert,8.8
3154,11276_master,12.4
3155,11277_expert,9.8
3156,11277_master,12.2
3157,11278_expert,10.2
3158,11278_master,13.0
3159,11279_expert,9.8
3160,11279_master,13.1
3161,11280_expert,10.8
3162,11280_master,13.5
3163,11329_expert,9.5
3164,11329_master,13.1
3165,11340_expert,10.0
3166,11340_master,13.1
3167,11341_expert,10.0
3168,11341_master,13.2
3169,11342_expert,9.7
3170,11342_master,13.1
3171,11342_remaster,13.8
3172,11343_expert,10.7
3173,11343_master,13.9
3174,11343_remaster,14.3
3175,11362_expert,9.5
3176,11362_master,12.7
3177,11363_expert,10.8
3178,11363_master,13.5
3179,11413_expert,12.9
3180,11413_master,13.9
3181,11434_expert,10.5
3182,11434_master,12.8
3183,11435_expert,9.8
3184,11435_master,13.3
3185,11436_expert,10.0
3186,11436_master,12.5
3187,11437_expert,10.0
3188,11437_master,13.3
3189,11488_expert,9.5
3190,11488_master,13.5
3191,11495_expert,10.0
3192,11495_master,13.0
3193,11496_expert,11.2
3194,11496_master,13.9
3195,11564_expert,10.8
3196,11564_master,13.7
3197,11580_expert,9.8
3198,11580_master,12.8
3199,11583_expert,11.0
3200,11583_master,13.4
3201,11603_expert,10.0
3202,11603_master,12.5
3203,11656_expert,11.8
3204,11656_master,13.6
3205,11701_expert,10.5
3206,11701_master,13.0
3207,11717_expert,9.8
3208,11717_master,12.6
3209,11718_expert,9.8
3210,11718_master,13.3
3211,11720_expert,12.5
3212,11720_master,14.7
3213,11770_expert,11.0
3214,11770_master,13.7
3215,11776_expert,10.2
3216,11776_master,13.7
3217,11777_expert,9.7
3218,11777_master,13.2
3219,11781_expert,10.5
3220,11781_master,13.0
3221,11841_expert,10.5
3222,11841_master,13.3
3223,11853_expert,10.7
3224,11853_master,13.3
3225,11854_expert,12.6
3226,11854_master,13.9
3227,11916_expert,10.8
3228,11916_master,13.1
3229,199_expert,10.4
3230,199_master,13.3
3231,200_expert,10.6
3232,200_master,12.5
3233,200_remaster,13.3
3234,201_expert,9.5
3235,201_master,13.3
3236,202_expert,9.7
3237,202_master,13.4
3238,203_expert,11.6
3239,203_master,12.5
3240,204_expert,12.0
3241,204_master,13.3
3242,204_remaster,14.4
3243,205_expert,10.6
3244,205_master,13.2
3245,206_expert,9.9
3246,206_master,12.7
3247,224_expert,10.8
3248,224_master,14.0
3249,225_expert,10.7
3250,225_master,13.4
3251,295_expert,10.7
3252,295_master,13.3
3253,295_remaster,13.7
3254,296_expert,10.0
3255,296_master,12.5
3256,296_remaster,12.7
3257,298_expert,10.9
3258,298_master,12.8
3259,301_expert,10.7
3260,301_master,13.7
3261,301_remaster,14.0
3262,302_expert,10.9
3263,302_master,13.0
3264,303_expert,10.8
3265,303_master,13.3
3266,309_expert,9.3
3267,309_master,12.7
3268,310_expert,9.9
3269,310_master,11.8
3270,310_remaster,13.2
3271,311_expert,8.8
3272,311_master,11.0
3273,312_expert,9.7
3274,312_master,12.5
3275,312_remaster,13.2
3276,313_expert,9.8
3277,313_master,13.2
3278,314_expert,10.8
3279,314_master,13.9
3280,318_expert,10.7
3281,318_master,13.2
3282,319_expert,11.3
3283,319_master,14.1
3284,320_expert,10.9
3285,320_master,12.6
3286,352_expert,10.7
3287,352_master,12.7
3288,359_expert,10.8
3289,359_master,13.2
3290,360_expert,9.8
3291,360_master,13.4
3292,404_expert,9.7
3293,404_master,13.0
3294,413_expert,11.5
3295,413_master,13.4
3296,424_expert,11.0
3297,424_master,13.3
3298,425_expert,9.9
3299,425_master,13.3
3300,426_expert,11.0
3301,426_master,13.4
3302,427_expert,10.8
3303,427_master,13.9
3304,434_expert,9.9
3305,434_master,12.8
3306,435_expert,10.4
3307,435_master,12.5
3308,437_expert,10.4
3309,437_master,12.6
3310,438_expert,10.8
3311,438_master,13.4
3312,439_expert,11.9
3313,439_master,13.9
3314,466_expert,10.6
3315,466_master,13.3
3316,467_expert,10.9
3317,467_master,13.8
3318,483_expert,10.7
3319,483_master,12.6
3320,535_expert,9.8
3321,535_master,12.5
3322,536_expert,10.0
3323,536_master,13.2
3324,537_expert,11.0
3325,537_master,13.4
3326,538_expert,10.7
3327,538_master,13.3
3328,539_expert,11.3
3329,539_master,13.7
3330,540_expert,10.2
3331,540_master,12.5
3332,541_expert,9.7
3333,541_master,12.8
3334,572_expert,12.7
3335,572_master,13.9
3336,582_expert,11.2
3337,582_master,13.3
3338,583_expert,11.6
3339,583_master,12.7
3340,584_expert,11.2
3341,584_master,13.3
3342,585_expert,11.7
3343,585_master,13.4
3344,586_expert,10.5
3345,586_master,12.5
3346,602_expert,11.3
3347,602_master,13.4
3348,611_expert,10.6
3349,611_master,12.9
3350,639_expert,10.2
3351,639_master,12.5
3352,640_expert,10.5
3353,640_master,13.3
3354,641_expert,12.9
3355,641_master,14.2
3356,657_expert,10.6
3357,657_master,13.7
3358,665_expert,10.8
3359,665_master,13.4
3360,684_expert,12.7
3361,684_master,14.0
3362,699_expert,11.8
3363,699_master,12.8
3364,700_expert,11.7
3365,700_master,13.7
3366,701_expert,12.1
3367,701_master,13.8
3368,702_expert,10.8
3369,702_master,12.6
3370,732_expert,10.8
3371,732_master,12.8
3372,739_expert,11.3
3373,739_master,13.7
3374,756_expert,11.8
3375,756_master,12.5
3376,756_remaster,13.8
3377,758_expert,10.8
3378,758_master,12.6
3379,759_expert,11.6
3380,759_master,12.5
3381,759_remaster,13.3
3382,765_expert,10.0
3383,765_master,12.5
3384,766_expert,11.4
3385,766_master,13.9
3386,767_expert,11.0
3387,767_master,13.6
3388,794_expert,10.8
3389,794_master,13.2
3390,802_expert,9.8
3391,802_master,13.3
3392,816_expert,10.8
3393,816_master,11.7
3394,816_remaster,13.3
3395,817_expert,11.8
3396,817_master,13.4
3397,818_expert,11.5
3398,818_master,12.5
3399,818_remaster,13.4
3400,819_expert,10.7
3401,819_master,13.4
3402,838_expert,11.5
3403,838_master,12.1
3404,838_remaster,13.7
3405,839_expert,11.8
3406,839_master,13.8
3407,840_expert,12.3
3408,840_master,13.8
